OLT_ALIAS,value
OLT_MA5800_TALARA_23,5645
OLT_MA5800_TARAPOTO_46,6201
OLT_MA5800_TINGO_MARIA_12,4527
OLT_MA5800_TRUJILLO_60,600
OLT_MA5800_TUMBES_30,5448
OLT_MA5800_URUBAMBA_6,1070
OLT_MA5800_VITARTE_44,48
OLT_MA5800_WASHINGTON_58,2861
OLT_MA5800_WASHINGTON_59_F1,3264
OLT_MA5800_X17_MAQUETA,499
OLT_MA5800_YARINACOCHA_8,2527
OLT_MA5800_YUNGUYO_4,907
OLT_MA5800_ZARUMILLA_9,2046
P_OLT_C600_CEDROS_DE_VILLA_1,28
P_OLT_C600_CHORRILLOS_1,60
P_OLT_C600_LA_VICTORIA_1,12
P_OLT_C600_SANTA_PATRICIA_1,59
P_OLT_C600_SAN_BORJA_1,36
P_OLT_C600_SAN_JOSE_1,72
P_OLT_C600_SAN_JUAN_1,126
P_OLT_C600_SAN_MIGUEL_2,1
P_OLT_C600_VITARTE_1,33
